"id","departamento","grupo","descricao","precounitario","code"
2075,"mercearia","sopas e cremes","sopão maggi menos sódio galinha 150g","6.90","msc028"
2076,"hortifruti","legumes","sopão saudável 600g","11.99","hl021"
2077,"mercearia","sopas e cremes","sopão saudável 600g","11.99","msc020"
2078,"congelados","sucos e sobremesas","sorvete bem & jerrys chocolate fudge brownie 120ml","16.90","css013"
2079,"congelados","sucos e sobremesas","sorvete bem & jerrys chocolate fudge brownie 458ml","54.90","css043"
2080,"congelados","sucos e sobremesas","sorvete bem & jerrys cinnamon buns 458ml","44.90","css057"
2081,"congelados","sucos e sobremesas","sorvete bem & jerrys coconut seven layer bar vegano 458ml","54.90","css015"
2082,"congelados","sucos e sobremesas","sorvete bem & jerrys cone sweet cone 458ml","54.90","css060"
2083,"congelados","sucos e sobremesas","sorvete bem & jerrys cookie carnival 120ml","16.90","css058"
2084,"congelados","sucos e sobremesas","sorvete bem & jerrys crush gâteau core 458ml","53.69","css007"
2085,"congelados","sucos e sobremesas","sorvete bem & jerrys fudge brownie vegano 458ml","54.90","css012"
2086,"congelados","sucos e sobremesas","sorvete bem & jerrys half baked 458ml","53.69","css002"
2087,"congelados","sucos e sobremesas","sorvete bem & jerrys netflix 458ml","53.69","css064"
2088,"congelados","sucos e sobremesas","sorvete bem & jerrys new york fudge chunk 120ml","16.90","css055"
2089,"congelados","sucos e sobremesas","sorvete bem & jerrys phish food 458ml","54.90","css036"
2090,"congelados","sucos e sobremesas","sorvete bem & jerrys strawberry cheesecake 120ml","16.90","css003"
2091,"congelados","sucos e sobremesas","sorvete bem & jerrys triple caramel chunk 458ml","53.69","css004"
2092,"congelados","sucos e sobremesas","sorvete bem & jerrys vanilla 458ml","53.69","css008"
2093,"congelados","sucos e sobremesas","sorvete kibon chicabon zero açúcar 800ml","32.90","css038"
2094,"congelados","sucos e sobremesas","sorvete kibon creme zero lactose 800ml","27.90","css059"
2095,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo 4 em 1 2 litros","42.90","css020"
2096,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo 4 em 1 chocoleite 2 litros","42.90","css052"
2097,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo creme 1,5 litro","26.90","css032"
2098,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo flocos 1,5 litros","26.90","css040"
2099,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo frutas vermelhas 2 litros","42.90","css001"
2100,"congelados","sucos e sobremesas","sorvete kibon cremosíssimo napolitano 1,5 litros","26.90","css039"
2101,"congelados","sucos e sobremesas","sorvete kibon gelartier chocolate 473ml","39.90","css019"
2102,"congelados","sucos e sobremesas","sorvete kibon gelartier macadâmia caramelizada 473ml","39.90","css047"
2103,"congelados","sucos e sobremesas","sorvete kibon gelartier morango 473ml","39.90","css046"
2104,"congelados","sucos e sobremesas","sorvete kibon inspirações brownie com castanhas 1,3 litro","38.90","css022"
2105,"congelados","sucos e sobremesas","sorvete kibon inspirações cocada cremosa 1,3 litro","38.90","css051"
2106,"congelados","sucos e sobremesas","sorvete kibon inspirações merengue de morango 1,3 litros","38.90","css009"
2107,"congelados","sucos e sobremesas","sorvete kibon M&Ms 800ml","29.90","css011"
2108,"congelados","sucos e sobremesas","sorvete kibon magnum branco 440ml","45.90","css006"
2109,"congelados","sucos e sobremesas","sorvete kibon napolitano especial 2 litros","42.90","css050"
2110,"congelados","sucos e sobremesas","sorvete kibon ovomaltine 800ml","29.90","css018"
2111,"congelados","sucos e sobremesas","sorvete kibon snickers 800ml","29.90","css030"
2112,"mercearia","doces e sobremesas","sorvete kibon sundae leitinho trufado 1,4 litros","37.90","mds038"
2113,"congelados","sucos e sobremesas","sorvete kibon tablito 800ml","29.90","css035"
2114,"congelados","sucos e sobremesas","sorvete kibon unicórnio 800ml","29.90","css066"
2115,"congelados","sucos e sobremesas","sorvete magnum clássico chocolate 440ml","45.90","css037"
2116,"congelados","sucos e sobremesas","sorvete napolitano trivialy 1 litro","19.95","css042"
2117,"congelados","sucos e sobremesas","sorvete sundae chocolate kibon 1,4 litros","37.90","css061"
2118,"congelados","sucos e sobremesas","sorvete trivaly premium iogurte grego zero açúcar 1 litro","32.90","css070"
2119,"congelados","sucos e sobremesas","sorvete trivialy 6 sabores 2 litros","26.90","css044"
2120,"congelados","sucos e sobremesas","sorvete trivialy cassata 1 litro","19.95","css029"
2121,"congelados","sucos e sobremesas","sorvete trivialy chantilly com flocos de chocolate 1 litro","20.90","css074"
2122,"congelados","sucos e sobremesas","sorvete trivialy chocolate 2 litros","26.90","css024"
2123,"congelados","sucos e sobremesas","sorvete trivialy creme 2 litros","26.90","css068"
2124,"congelados","sucos e sobremesas","sorvete trivialy flocos 2 litros","26.90","css026"
2125,"congelados","sucos e sobremesas","sorvete trivialy maracujá 1 litro","21.90","css076"
2126,"congelados","sucos e sobremesas","sorvete trivialy maxxi delícia chantilly e frutas vermelhas 1 litro","21.90","css031"
2127,"congelados","sucos e sobremesas","sorvete trivialy maxxi delícia morango 1 litro","21.90","css016"
2128,"congelados","sucos e sobremesas","sorvete trivialy maxxi delícia torta alemã 1 litro","21.90","css049"
2129,"congelados","sucos e sobremesas","sorvete trivialy napolitano 2 litros","26.90","css045"
2130,"congelados","sucos e sobremesas","sorvete trivialy nega maluca 1 litro","19.95","css048"
2131,"congelados","sucos e sobremesas","sorvete trivialy premium explend cookies 1 litro","32.90","css056"
2132,"congelados","sucos e sobremesas","sorvete trivialy premium explend triplo caramelo 1 litro","32.90","css005"
2133,"congelados","sucos e sobremesas","sorvete trivialy zero lactose flocos 1 litro","32.90","css023"
2134,"congelados","sucos e sobremesas","sorvete tropical cremosíssimo kibon 4 em 1 2 litros","42.90","css062"
2135,"congelados","petiscos e empanados","steak de frango seara 100g","2.75","cpe019"
2136,"congelados","pratos prontos","strogonoff de frango sadia 500g","24.90","cpp038"
2137,"bebidas","sucos e refrescos","suco de laranja supermago 1 litro","13.98","bsr012"
2138,"bebidas","sucos e refrescos","suco de laranja supermago 500ml","7.49","bsr006"
2139,"bebidas","sucos e refrescos","suco de uva com/tem 1 litro","11.00","bsr035"
2140,"bebidas","sucos e refrescos","suco de uva integral aurora 500ml","9.95","bsr023"
2141,"bebidas","sucos e refrescos","suco de uva integral casa madeira 1 litro","27.95","bsr031"
2142,"bebidas","sucos e refrescos","suco feel joy fresh 300ml","17.90","bsr004"
2143,"bebidas","sucos e refrescos","suco kapo abacaxi 200ml","2.59","bsr007"
2144,"congelados","sucos e sobremesas","suco kapo maçã 200ml","2.59","css041"
2145,"bebidas","sucos e refrescos","suco kapo maracujá 200 ml","2.59","bsr008"
2146,"bebidas","sucos e refrescos","suco kapo uva 200 ml","2.59","bsr009"
2147,"bebidas","sucos e refrescos","suco suvalan 100% abacaxi 1 litro","9.90","bsr021"
2148,"bebidas","sucos e refrescos","suco suvalan 100% uva branca 200ml","2.99","bsr020"
2149,"bebidas","sucos e refrescos","suco suvalan abacaxi 200ml","2.79","bsr029"
2150,"bebidas","sucos e refrescos","suco suvalan pêssego e maçã 1 litro","9.90","bsr019"
2151,"congelados","sucos e sobremesas","suco suvalan uva branca 100% suco 1 litro","11.50","css067"
2152,"bebidas","sucos e refrescos","suco verde campo largo 900ml","8.99","bsr022"
2153,"congelados","sucos e sobremesas","suco verde com/tem 330ml","10.95","css033"
2154,"higiene e beleza","bebê e infantil","talco johnsons baby hora do sono 200g","46.00","hbbi021"
2155,"higiene e beleza","bebê e infantil","talco johnsons baby pura proteção 200g","46.00","hbbi016"
2156,"higiene e beleza","corpo","talco tenys pé canforado 100g","12.99","hbc023"
2157,"higiene e beleza","corpo","talco tenys pé jato seco woman 86g","34.49","hbc007"
2158,"higiene e beleza","corpo","talco tenys pé original 100g","13.00","hbc039"
2159,"higiene e beleza","corpo","talco tenys pé sport edition barcelona 100g","12.99","hbc008"
2160,"mercearia","massas e molhos","talharim sabor pesto nissin 90g","3.49","mmm001"
2161,"hortifruti","frutas","tâmara com caroço jtc 130g","12.00","hf026"
2162,"pets","cães","tapete higiênico 60x60cm goodpad 50 unidades","116.95","pc053"
2163,"pets","cães","tapete higiênico 60x60cm goodpad 7 unidades","17.95","pc039"
2164,"pets","cães","tapete higiênico antiodor 80x60cm keldog 7 unidades","30.90","pc022"
2165,"pets","cães","tapete higiênico perfumado 80x60cm keldog 7 unidades","30.90","pc024"
2166,"congelados","petiscos e empanados","tekitos seara 300g","8.99","cpe018"
2167,"hortifruti","temperos frescos","temperinho molho","3.00","htf003"
2168,"hortifruti","verduras","temperinho molho","3.00","hv004"
2169,"bebidas","destilados","tequila jose cuervo reposado 750ml","172.50","bd029"
2170,"limpeza","roupas","tira manchas vanish poder O2 c.white 450g","39.99","lr003"
2171,"higiene e beleza","bebê e infantil","toalhas umidecidas hora do sono johnsons 48 unidades","29.95","hbbi009"
2172,"higiene e beleza","higiene","toalhas umidecidas hora do sono johnsons 48 unidades","29.95","hbh013"
2173,"hortifruti","legumes","tomate cereja 180g","6.88","hl002"
2174,"hortifruti","legumes","tomate gaúcho 350g","5.25","hl027"
2175,"hortifruti","legumes","tomate longa vida 165g","1.80","hl006"
2176,"hortifruti","legumes","tomate seco uniagro 100g","17.29","hl025"
2177,"hortifruti","frutas","tomate seco uniagro sache 50g","7.79","hf027"
2178,"mercearia","alimentos especiais","tomates pelados orgânicos uniagro 240g","12.90","mae011"
2179,"hortifruti","temperos frescos","tomilho gauer unidade","5.00","htf017"
2180,"padaria","pães","torrada bauducco fermentação natural multigrãos 142g","5.99","pp028"
2181,"padaria","pães","torrada isabela light 142g","4.99","pp002"
2182,"padaria","pães","torrada isabela multigrãos 142g","4.99","pp009"
2183,"padaria","pães","torrada isabela tradicional 142g","4.99","pp017"
2184,"padaria","pães","torrada italiana azeite e alho viterale 100g","9.79","pp011"
2185,"padaria","pães","torrada italiana tradicional viterale 100g","9.79","pp010"
2186,"padaria","pães","torrada maretti bruschette chips mediterranean vegetables 90g","11.50","pp007"
2187,"padaria","pães","torrada maretti bruschette chips mushrooms & cream 85g","11.50","pp024"
2188,"padaria","pães","torrada maretti bruschette chips salami pepperoni 85g","11.50","pp023"
2189,"padaria","doces e tortas","torta cheesecake congelada frutas vermelhas","33.00","pdt001"
2190,"padaria","doces e tortas","torta congelada brigadeiros doce amor 490g","39.95","pdt002"
2191,"mercearia","alimentos especiais","torta congelada doce amor abacaxi com coco zero açúcar 400g","64.90","mae041"
2192,"padaria","doces e tortas","torta congelada doce amor abacaxi com coco zero açúcar 400g","64.90","pdt008"
2193,"mercearia","alimentos especiais","torta congelada doce amor marta rocha zero açúcar 400g","64.90","mae042"
2194,"padaria","doces e tortas","torta congelada doce amor marta rocha zero açúcar 400g","64.90","pdt007"
2195,"padaria","doces e tortas","torta congelada doce amor nozes com creme de ovos zero açucar 400g","64.90","pdt010"
2196,"congelados","sucos e sobremesas","torta congelada marta rocha doce amor 470g","33.00","css027"
2197,"congelados","pratos prontos","torta congelada sadia frango com requeijão 500g","22.90","cpp034"
2198,"padaria","doces e tortas","torta marta rocha 600g 8 fatias","51.94","pdt006"
2199,"padaria","doces e tortas","torta negrinho e branquinho doce amor 750g","57.67","pdt012"
2200,"padaria","doces e tortas","torta prestígio 710g 8 fatias","59.93","pdt017"
2201,"mercearia","bomboniere","trident xfresh menta 56g","15.00","mb023"
2202,"mercearia","bomboniere","trident xfresh tangerina 56g","15.00","mb024"
2203,"mercearia","bomboniere","trufas recheadas lacta intense com 9 unidades 103g","14.49","mb038"
2204,"hortifruti","frutas","uva Niagara bandeja 600g","8.39","hf014"
2205,"hortifruti","verduras","vagem verde 250g","5.44","hv006"
2206,"limpeza","roupas","vanish gel crystal white multiuso 500ml","19.90","lr029"
2207,"limpeza","roupas","vanish pré lavagem resolv 450ml","22.20","lr002"
2208,"limpeza","roupas","vanish resolv white 450ml","22.20","lr007"
2209,"limpeza","roupas","vanish s.poder O2 450g","39.99","lr001"
2210,"limpeza","roupas","vanish super white barra 75g","9.95","lr005"
2211,"limpeza","casa","vassoura condor v-35","9.99","lc069"
2212,"limpeza","casa","vassoura noviça uso externo bettanin com cabo unidade","37.90","lc034"
2213,"carnes","bovina","vazio bovino 1kg","52.69","cb009"
2214,"carnes","churrasco","vazio bovino 1kg","52.69","cc010"
2215,"mercearia","ingredientes","veggie burguer terrano 160g","23.95","mi015"
2216,"limpeza","banheiro","veja multiuso com 3 unidades 500ml","19.50","lb032"
2217,"limpeza","cozinha","veja multiuso com 3 unidades 500ml","19.50","lcz019"
2218,"limpeza","casa","veja multiuso power fusion limão 500ml","12.95","lc056"
2219,"limpeza","casa","veja perfumado jasmim do caribe 500ml","7.50","lc070"
2220,"bebidas","destilados","vermouth martini 995ml","52.90","bd039"
2221,"bebidas","vinhos","vermouth martini extra dry 995ml","52.90","bv065"
2222,"bebidas","vinhos","vinho acquasantiera assemblage tinto suave 1 litro","31.90","bv025"
2223,"bebidas","vinhos","vinho alamos chardonnay 750ml","130.00","bv042"
2224,"bebidas","vinhos","vinho anciens temps cabernet syrah 750ml","88.90","bv038"
2225,"bebidas","vinhos","vinho arbo marselan tinto 750ml","32.90","bv068"
2226,"bebidas","vinhos","vinho argentino latitud 33 graus malbec 750ml","69.00","bv017"
2227,"bebidas","vinhos","vinho argentino no finca el origen malbec rosé mountain character 750ml","65.95","bv031"
2228,"bebidas","vinhos","vinho argentino trivento white malbec 750ml","79.90","bv053"
2229,"bebidas","vinhos","vinho aurora reserva chardonnay 750ml","52.90","bv023"
2230,"bebidas","vinhos","vinho aurora reserva merlot rosé 750ml","52.90","bv064"
2231,"bebidas","vinhos","vinho aurora reserva tannat 750ml","52.90","bv022"
2232,"bebidas","vinhos","vinho baron darignac 750ml","61.49","bv054"
2233,"bebidas","vinhos","vinho borgotorre montepulciano dabruzzo 750ml","72.49","bv003"
2234,"bebidas","vinhos","vinho boscato cabernet sauvignon 750ml","129.90","bv030"
2235,"bebidas","espumantes","vinho branco espumante almadén brut garrafa 750ml","32.90","be010"
2236,"bebidas","vinhos","vinho casa perini cabernet sauvignon tinto 750ml","54.90","bv069"
2237,"bebidas","vinhos","vinho casa valduga origem cabernet sauvignon 750ml","63.90","bv034"
2238,"bebidas","vinhos","vinho casillero del diablo belight sauvignon blanc 750ml","65.50","bv011"
2239,"bebidas","vinhos","vinho casillero del diablo malbec 750ml","65.50","bv050"
2240,"bebidas","vinhos","vinho casillero del diablo rosé 750ml","65.50","bv067"
2241,"bebidas","vinhos","vinho catena cabernet malbec 750ml","249.00","bv044"
2242,"bebidas","vinhos","vinho catena malbec 750ml","210.00","bv049"
2243,"bebidas","vinhos","vinho catena malbec rosé 750ml","229.00","bv041"
2244,"bebidas","vinhos","vinho chianti santapietra 750ml","89.90","bv004"
2245,"bebidas","vinhos","vinho chileno botalcura codorniz cabernet sauvignon 750ml","49.90","bv063"
2246,"bebidas","vinhos","vinho chileno victoria classic sauvignon blanc 750ml","39.90","bv018"
2247,"bebidas","vinhos","vinho chileno victoria reserva blend cabbernet sauvignon/carménerè 750ml","67.90","bv019"
2248,"bebidas","vinhos","vinho concha y toro diablo black cabernet sauvignon 750ml","99.00","bv035"
2249,"bebidas","vinhos","vinho corbelli chianti DOCG tinto 750ml","75.90","bv074"
2250,"bebidas","vinhos","vinho côtes du rhône les violettes 750ml","104.90","bv075"
